Mpala structural data,,,,,,,,,,,,,Ilmotiok structural data,,,,,,,,
S/Transect,ALL,SpCode,DKH,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,CanArea     = ?D1D2/4 ,CanVol ,,,SpCode,DKH,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,CanArea     = ?D1D2/4 ,CanVol 
M1,M114,ACACBR,1.7,2.27,0.6,1.1,0.5,0.45,0.16,0.05,,,ACACET,17.5,240.41,1,3.49,2.49,5.05,20.01,33.21
M1,M114,ACACBR,1.6,2.01,0.45,0.74,0.29,0.5,0.2,0.04,,,ACACET,8.1,51.50,0.8,2.18,1.38,1.67,2.18,2
M1,M114,ACACBR,1.6,2.01,0.25,0.5,0.25,0.35,0.09,0.02,,,ACACME,5.3,22.05,0.7,2.8,2.1,3.18,7.87,11.02
M1,M114,ACACBR,2.6,5.31,0.6,1.34,0.74,0.88,0.6,0.3,,,ACACET,10.7,89.87,1.15,3.11,1.96,2.8,5.96,7.79
M1,M114,ACACET,10.5,86.55,0.8,2.94,2.14,3.31,8.59,12.26,,,ACACET,4.9,18.85,0.4,1.77,1.37,1.88,2.76,2.52
M1,M114,ACACBR,1.4,1.54,0.34,1.02,0.68,0.65,0.32,0.15,,,ACACET,2.5,4.91,0.2,1.22,1.02,1.93,2.8,1.9
M1,M114,ACACBR,1.9,2.83,0.5,1,0.5,0.89,0.61,0.2,,,ACACME,7.5,44.16,1.15,3.63,2.48,5.25,21.63,35.76
M1,M114,ACACBR,1.3,1.33,0.32,0.7,0.38,0.49,0.19,0.05,,,ACACET,11.3,100.24,1,3.93,2.93,4.89,18.33,35.81
M1,M114,ACACET,5.6,24.62,1.18,2.6,1.42,2.22,3.85,3.65,,,ACACME,5.1,20.42,0.7,2.32,1.62,2.82,6.2,6.7
M1,M114,ACACBR,1.4,1.54,0.33,0.8,0.47,0.69,0.37,0.12,,,ACACME,3.7,10.75,0.6,1.8,1.2,2.53,5.02,4.02
M1,M114,ACACBR,3,7.07,0.3,1.22,0.92,2.25,3.92,2.4,,,ACACME,4.4,15.20,0.8,3.03,2.23,3.41,9.12,13.56
M1,M114,ACACBR,1.6,2.01,0.36,0.9,0.54,0.45,0.16,0.06,,,ACACME,5.7,25.50,0.7,2.8,2.1,2.47,4.78,6.69
M1,M114,ACACBR,2.4,4.52,0.56,1.22,0.66,2.18,3.73,1.64,,,ACACME,4.5,15.90,0.6,2.82,2.22,2.78,6.03,8.92
M1,M114,ACACBR,2,3.14,0.34,1.35,1.01,1.24,1.14,0.77,,,ACACME,5.3,22.05,0.6,3.33,2.73,3.32,8.43,15.35
M1,M114,ACACBR,2.4,4.52,0.4,1.22,0.82,0.79,0.48,0.26,,,ACACME,4.9,18.85,1,3.11,2.11,2.88,6.42,9.04
M1,M114,ACACBR,2,3.14,0.3,1,0.7,0.84,0.54,0.25,,,ACACME,4.7,17.34,1.22,3.27,2.05,3.17,7.68,10.49
M1,M114,ACACBR,2.4,4.52,0.42,1.1,0.68,1.73,2.14,0.97,,,ACACME,4.6,16.61,1.18,2.91,1.73,2.63,5.43,6.26
M1,M114,ACACBR,1.5,1.77,0.3,0.67,0.37,0.42,0.14,0.03,,,ACACME,4,12.56,0.5,3.28,2.78,2.52,4.98,9.24
M1,M114,ACACBR,2.7,5.72,0.58,1.22,0.64,1.14,0.97,0.41,,,ACACME,4.6,16.61,1,3.51,2.51,3.25,8.12,13.58
M1,M114,ACACBR,2.3,4.15,0.56,1.5,0.94,0.59,0.27,0.17,,,ACACME,4.2,13.85,0.7,3.11,2.41,2.86,6.16,9.89
M1,M114,ACACBR,1.5,1.77,0.27,0.7,0.43,0.71,0.4,0.11,,,ACACME,4.3,14.51,0.8,2.48,1.68,2.98,6.96,7.79
M1,M114,ACACBR,1.6,2.01,0.3,1.17,0.87,0.71,0.39,0.23,,,ACACME,6.1,29.21,0.8,2.48,1.68,2.98,6.96,7.79
M1,M114,ACACBR,2.3,4.15,0.7,1.35,0.65,1.03,0.82,0.36,,,ACACME,6.9,37.37,0.8,3.67,2.87,4.2,13.85,26.49
M1,M114,ACACBR,1.9,2.83,0.28,0.77,0.49,0.67,0.34,0.11,,,ACACME,4.5,15.90,0.5,1.85,1.35,2.27,3.97,3.58
M1,M114,ACACBR,1.9,2.83,0.5,1.48,0.98,1.66,2.11,1.38,,,ACACME,4.8,18.09,0.5,3.03,2.53,2.9,6.52,11
M1,M114,ACACBR,2.3,4.15,0.49,1.14,0.65,1.47,1.68,0.73,,,ACACME,5.3,22.05,0.8,2.5,1.7,3.18,7.9,8.95
M1,M114,ACACBR,2.1,3.46,0.22,1.18,0.96,0.55,0.23,0.15,,,ACACME,4.7,17.34,0.6,3.31,2.71,2.74,5.88,10.63
M1,M114,ACACBR,1.3,1.33,0.17,0.48,0.31,0.47,0.17,0.04,,,ACACME,6.7,35.24,1.22,3.7,2.48,3.44,9.25,15.29
M1,M114,ACACBR,1.3,1.33,0.19,0.7,0.51,0.72,0.4,0.14,,,ACACME,8.4,55.39,0.7,3.63,2.93,2.99,6.99,13.66
M1,M114,ACACBR,2,3.14,0.45,1.46,1.01,0.8,0.5,0.34,,,ACACET,7.5,44.16,0.8,3.42,2.62,2.94,6.77,11.83
M1,M114,ACACBR,1.5,1.77,0.35,0.98,0.63,0.38,0.1,0.04,,,ACACME,5.5,23.75,0.8,3.21,2.41,2.6,5.07,8.15
M1,M114,ACACBR,2.2,3.80,0.49,1.22,0.73,1.26,1.21,0.59,,,ACACME,4.9,18.85,0.6,2.92,2.32,2.89,6.52,10.08
M1,M114,ACACBR,2.3,4.15,0.8,2.1,1.3,1.05,0.85,0.73,,,ACACME,7.7,46.54,0.6,3.51,2.91,3.48,9.46,18.35
M1,M114,ACACBR,3.1,7.54,0.53,1.16,0.63,0.75,0.41,0.17,,,ACACME,6.5,33.17,0.8,1.91,1.11,2.61,5.35,3.96
M1,M114,ACACBR,2.3,4.15,0.5,1.46,0.96,1.71,2.29,1.47,,,ACACME,5.7,25.50,0.8,2.81,2.01,2.77,6.02,8.07
M1,M114,ACACBR,1.5,1.77,0.3,1.1,0.8,0.95,0.63,0.33,,,ACACET,2.5,4.91,0.3,1.22,0.92,1.74,2.34,1.44
M1,M115,ACACBR,1.5,1.77,0.4,1.05,0.65,0.77,0.43,0.19,,,ACACME,8.5,56.72,0.7,2.81,2.11,3.17,7.76,10.92
M1,M115,ACACBR,2.4,4.52,0.51,1.98,1.47,2.29,4.11,4.03,,,ACACET,5.8,26.41,1.17,3.02,1.85,2.62,5.37,6.62
M1,M115,ACACBR,1.6,2.01,0.44,1.03,0.59,0.61,0.28,0.11,,,ACACET,3.1,7.54,0.4,1.54,1.14,,NA,NA
M1,M115,ACACBR,2.2,3.80,0.7,1.61,0.91,1.47,1.7,1.03,,,ACACET,2.6,5.31,0.3,1,0.7,,NA,NA
M1,M115,ACACBR,1.3,1.33,0.53,1.45,0.92,0.99,0.69,0.42,,,ACACET,6.4,32.15,1,3.43,2.43,3.43,9.23,14.95
M1,M115,ACACBR,1.6,2.01,0.4,1.46,1.06,0.86,0.56,0.39,,,ACACME,14.5,165.05,0.4,2.57,2.17,2.74,5.89,8.53
M1,M115,ACACBR,2.1,3.46,0.72,1.81,1.09,0.78,0.48,0.35,,,ACACME,4.5,15.90,0.7,2.86,2.16,2.72,5.68,8.18
M1,M115,ACACBR,2.6,5.31,0.58,1.72,1.14,0.99,0.73,0.56,,,ACACME,6.5,33.17,0.8,2.98,2.18,2.89,6.31,9.17
M1,M115,ACACBR,1.7,2.27,0.5,1.56,1.06,0.75,0.41,0.29,,,ACACME,5.3,22.05,0.6,2.58,1.98,2.9,6.57,8.67
M1,M115,ACACBR,1.5,1.77,0.66,1.22,0.56,0.74,0.42,0.16,,,ACACME,6.7,35.24,1.22,3.54,2.32,3.55,9.84,15.23
M1,M115,ACACBR,1.9,2.83,0.74,1.15,0.41,0.65,0.33,0.09,,,ACACME,6.3,31.16,0.2,3.47,3.27,2.87,6.36,13.85
M1,M115,ACACBR,1.4,1.54,0.5,0.88,0.38,0.91,0.6,0.15,,,ACACME,4.4,15.20,0.4,1.72,1.32,1.53,1.81,1.6
M1,M115,ACACBR,1.4,1.54,0.53,1.1,0.57,0.45,0.16,0.06,,,ACACME,3.4,9.07,0.3,1.99,1.69,1.42,1.57,1.76
M1,M115,ACACBR,1.7,2.27,0.71,1.73,1.02,1.43,1.53,1.04,,,ACACME,7.3,41.83,0.8,3.4,2.6,2.97,6.77,11.74
M1,M115,ACACBR,1.9,2.83,0.7,1.88,1.18,1.29,1.23,0.97,,,ACACME,5.6,24.62,1.04,1.79,0.75,1.65,2.14,1.07
M1,M115,ACACBR,1.6,2.01,0.78,1.53,0.75,0.63,0.31,0.15,,,ACACME,8.5,56.72,0.75,3.82,3.07,3.33,8.54,17.49
M1,M115,ACACBR,2.2,3.80,0.45,1.55,1.1,2.02,3.17,2.32,,,ACACME,8.5,56.72,0.75,3.82,3.07,3.33,8.54,17.49
M1,M115,ACACBR,2.4,4.52,0.6,1.59,0.99,0.95,0.66,0.44,,,ACACME,8.8,60.79,1.05,3.34,2.29,3.1,7.49,11.44
M1,M115,ACACBR,1.5,1.77,0.4,1.95,1.55,0.45,0.14,0.15,,,ACACME,5.6,24.62,0.67,3.41,2.74,2.94,6.76,12.35
M1,M115,ACACBR,2.2,3.80,0.5,1.67,1.17,1.24,1.19,0.93,,,ACACME,6.5,33.17,0.5,3.25,2.75,3.23,8.11,14.86
M1,M115,ACACBR,3,7.07,0.69,1.6,0.91,1.08,0.9,0.55,,,ACACME,5.5,23.75,0.8,3.47,2.67,2.65,5.44,9.69
M1,M115,ACACBR,2.2,3.80,0.6,2.17,1.57,1.1,0.95,0.99,,,ACACME,8,50.24,0.9,2.91,2.01,2.65,5.44,7.29
M1,M115,ACACBR,3.2,8.04,0.75,2.23,1.48,1.62,2.04,2.02,,,ACACME,6.8,36.30,1.22,4.16,2.94,2.74,5.86,11.49
M1,M115,ACACBR,3,7.07,0.4,1.64,1.24,1.57,1.91,1.58,,,ACACME,5.7,25.50,0.8,2.65,1.85,2.53,4.96,6.12
M1,M115,ACACBR,2,3.14,0.7,1.22,0.52,0.65,0.31,0.11,,,ACACME,7.1,39.57,1,3.48,2.48,3.27,8.39,13.88
M1,M115,ACACBR,2.5,4.91,0.55,1.46,0.91,1.35,1.43,0.87,,,ACACME,5.7,25.50,0.3,1.58,1.28,1.44,1.59,1.36
M1,M115,ACACBR,1.9,2.83,1,2.23,1.23,0.6,0.28,0.23,,,ACACME,6.5,33.17,1.1,3.33,2.23,2.86,6.28,9.33
M1,M115,ACACET,7.4,42.99,1,2.94,1.94,2.29,4.12,5.32,,,ACACME,6,28.26,0.3,3.62,3.32,2.29,4.12,9.11
M1,M115,ACACBR,2,3.14,0.7,1.85,1.15,1.84,2.62,2.01,,,ACACME,8.3,54.08,0.4,3.97,3.57,3,7.02,16.71
M1,M115,ACACBR,1.3,1.33,0.4,1.18,0.78,0.48,0.17,0.09,,,ACACET,9.4,69.36,1.22,4.09,2.87,2.5,4.89,9.35
M1,M115,ACACBR,3.1,7.54,0.4,2.18,1.78,1.38,1.47,1.74,,,ACACME,3.7,10.75,0.8,2.87,2.07,3.1,7.38,10.19
M1,M115,ACACBR,1.7,2.27,0.5,1.82,1.32,0.53,0.22,0.19,,,ACACME,6.5,33.17,0.94,2.89,1.95,2.64,5.47,7.11
M1,M115,ACACBR,1.5,1.77,0.8,1.77,0.97,0.48,0.18,0.11,,,ACACME,4.5,15.90,1.14,3.53,2.39,2.48,4.77,7.6
M1,M115,ACACBR,1.9,2.83,1.4,2.3,0.9,1.54,1.85,1.11,,,ACACME,6.1,29.21,1.2,3.12,1.92,3.43,9.18,11.76
M1,M115,ACACBR,1.8,2.54,0.5,1.67,1.17,0.8,0.49,0.39,,,ACACET,5.9,27.33,0.5,2.61,2.11,3.27,8.39,11.8
M1,M115,ACACBR,3,7.07,0.7,1.9,1.2,2.03,3.2,2.56,,,ACACME,12.1,114.93,1.22,4.18,2.96,4.43,15.33,30.26
M1,M115,ACACBR,1.9,2.83,0.71,2.2,1.49,2.1,3.18,3.16,,,ACACME,8.6,58.06,0.8,2.5,1.7,2.79,6.07,6.88
M1,M115,ACACBR,2.6,5.31,0.75,1.98,1.23,1.82,2.57,2.11,,,ACACET,10.6,88.20,0.9,3.52,2.62,3.87,11.69,20.41
M1,M115,ACACBR,3.9,11.94,0.68,2.33,1.65,1.41,1.53,1.68,,,ACACME,3.5,9.62,0.5,1.8,1.3,2.42,4.49,3.89
M1,M115,ACACET,6.7,35.24,2.4,2.98,0.58,1.84,2.64,1.02,,,ACACTO,3,7.07,0.3,1.22,0.92,2.13,3.33,2.04
M1,M115,ACACBR,3.1,7.54,0.4,1.81,1.41,1.51,1.76,1.65,,,ACACET,7.4,42.99,0.7,3.24,2.54,2.72,5.79,9.8
M1,M115,ACACBR,3,7.07,0.58,1.6,1.02,1.19,1.05,0.71,,,ACACET,1.5,1.77,0.3,1,0.7,1.64,1.97,0.92
M1,M115,ACACBR,2.7,5.72,0.4,1.37,0.97,0.7,0.38,0.24,,,ACACME,5.7,25.50,0.6,2.07,1.47,3.24,8.19,8.02
M1,M115,ACACBR,2.5,4.91,0.72,1.93,1.21,0.83,0.47,0.38,,,ACACME,6.5,33.17,0.8,2.99,2.19,3.13,7.63,11.14
M1,M115,ACACBR,1.8,2.54,0.55,1.1,0.55,0.95,0.71,0.26,,,ACACME,11.6,105.63,0.85,3.65,2.8,3.65,10.42,19.46
M1,M115,ACACBR,3.1,7.54,0.55,1.47,0.92,1.71,2.19,1.35,,,ACACET,7.5,44.16,0.4,2.82,2.42,3.26,8.22,13.27
M1,M115,ACACBR,2.8,6.15,0.75,1.97,1.22,1.98,2.91,2.37,,,ACACET,14.3,160.52,0.79,2.58,1.79,3.16,7.53,8.98
M1,M115,ACACBR,2.3,4.15,0.55,2.3,1.75,0.92,0.59,0.69,,,ACACET,7.6,45.34,0.9,3.01,2.11,3.18,7.93,11.16
M1,M115,ACACBR,1.6,2.01,0.56,1.22,0.66,0.7,0.38,0.17,,,ACACET,7.8,47.76,0.7,3.01,2.31,3,7.04,10.84
M1,M115,ACACBR,2.5,4.91,0.55,2.47,1.92,0.8,0.49,0.63,,,ACACME,8.5,56.72,0.8,2.56,1.76,3.14,7.64,8.96
M1,M115,ACACBR,1.7,2.27,0.5,1.64,1.14,0.73,0.4,0.3,,,ACACME,8,50.24,0.8,4.67,3.87,3.79,11.14,28.73
M1,M115,ACACBR,1.8,2.54,0.42,1.52,1.1,1.01,0.8,0.59,,,ACACME,7.1,39.57,0.7,3.18,2.48,3.17,7.8,12.9
M1,M115,ACACBR,2.9,6.60,0.58,2.14,1.56,1.71,2.26,2.35,,,ACACME,7.5,44.16,0.4,2.57,2.17,2.24,3.78,5.47
M1,M115,ACACBR,1.9,2.83,0.5,1.82,1.32,1.13,0.99,0.87,,,ACACME,5.5,23.75,0.4,2.84,2.44,2.79,6.01,9.77
M1,M115,ACACBR,2.7,5.72,0.48,1.3,0.82,0.8,0.47,0.26,,,ACACME,8.5,56.72,0.5,1.84,1.34,3.04,6.49,5.79
M1,M115,ACACBR,2.7,5.72,0.6,1.97,1.37,1.97,2.98,2.72,,,ACACME,9.7,73.86,0.6,2.83,2.23,3.07,7.21,10.72
M1,M115,ACACBR,3.3,8.55,0.95,1.96,1.01,1.13,0.99,0.67,,,ACACET,14.1,156.07,0.4,3.66,3.26,4.09,12.64,27.47
M1,M115,ACACBR,1.7,2.27,0.72,1.55,0.83,0.26,0.05,0.03,,,ACACME,3,7.07,0.14,1.2,1.06,2.04,3.25,2.29
M1,M115,ACACBR,3.2,8.04,0.5,1.15,0.65,0.6,0.28,0.12,,,ACACME,9.4,69.36,0.77,3.39,2.62,3.8,11.1,19.38
M1,M115,ACACBR,1.7,2.27,0.45,2.1,1.65,0.83,0.49,0.54,,,ACACME,5.7,25.50,0.6,3.41,2.81,3,6.97,13.05
M1,M115,ACACBR,2,3.14,0.2,1.1,0.9,0.4,0.13,0.08,,,ACACME,7.8,47.76,0.7,3.77,3.07,4.15,13.52,27.67
M1,M115,ACACBR,3.1,7.54,0.66,1.1,0.44,0.57,0.25,0.07,,,ACACET,12.1,114.93,1.22,4.47,3.25,4.45,15.45,33.47
M1,M115,ACACME,8.3,54.08,0.68,1.97,1.29,1.83,2.4,2.06,,,ACACME,7.8,47.76,0.52,2.38,1.86,2.94,6.51,8.07
M1,M115,ACACBR,1.5,1.77,0.66,1.47,0.81,0.58,0.25,0.14,,,ACACET,11.6,105.63,0.9,3.78,2.88,2.77,6,11.52
M1,M115,ACACBR,1.5,1.77,0.9,1.63,0.73,0.54,0.23,0.11,,,ACACME,7.9,48.99,0.59,2.43,1.84,2.69,5.6,6.88
M1,M115,ACACBR,2.3,4.15,0.72,1.38,0.66,0.81,0.5,0.22,,,ACACME,6.4,32.15,0.49,2.39,1.9,3.68,10.58,13.4
M1,M115,ACACBR,1.8,2.54,0.62,1.67,1.05,0.57,0.25,0.17,,,ACACME,9.5,70.85,0.5,3.93,3.43,4.05,12.72,29.09
M1,M115,ACACBR,1.5,1.77,0.88,2,1.12,0.88,0.54,0.4,,,ACACET,10.1,80.08,0.7,3.43,2.73,3,6.89,12.54
M1,M115,ACACBR,2.5,4.91,0.98,1.95,0.97,0.81,0.5,0.32,,,ACACME,5.5,23.75,0.66,2.72,2.06,3.25,8.06,11.07
M1,M115,ACACBR,2.5,4.91,0.72,1.61,0.89,0.92,0.65,0.39,,,ACACME,7.5,44.16,0.52,1.84,1.32,1.79,2.36,2.08
M1,M115,ACACBR,2,3.14,0.78,1.52,0.74,0.42,0.13,0.07,,,ACACME,10.1,80.08,0.42,3.43,3.01,4.15,13.52,27.13
M1,M115,ACACBR,2.1,3.46,0.87,2,1.13,0.54,0.22,0.17,,,ACACET,3.7,10.75,0.4,1.5,1.1,2.13,3.56,2.61
M1,M115,ACACBR,2,3.14,0.69,2.24,1.55,0.92,0.66,0.69,,,ACACME,6.6,34.19,0.4,2.4,2,3.39,9.01,12.02
M1,M115,ACACBR,1.8,2.54,0.44,0.92,0.48,0.34,0.09,0.03,,,ACACME,9.4,69.36,0.6,3.86,3.26,3.86,11.7,25.42
M1,M115,ACACBR,2.4,4.52,0.5,1.66,1.16,0.96,0.68,0.53,,,ACACET,1.8,2.54,0.6,1.22,0.62,1.2,1.1,0.45
M1,M115,ACACBR,1.6,2.01,1.08,2.48,1.4,2.76,5.8,5.41,,,ACACME,4.8,18.09,0.4,2.78,2.38,2.51,4.91,7.79
M1,M116,ACACBR,2.2,3.80,0.7,1.58,0.88,0.91,0.64,0.38,,,ACACME,5.1,20.42,0.5,1.93,1.43,2.25,3.96,3.77
M1,M116,ACACBR,4.4,15.20,0.78,2.07,1.29,1.36,1.4,1.2,,,ACACME,9.3,67.89,0.7,3.63,2.93,6,28.21,55.11
M1,M116,ACACBR,2.5,4.91,0.7,1.34,0.64,2.73,5.83,2.49,,,ACACME,7.4,42.99,0.7,3.11,2.41,4.14,13.45,21.61
M1,M116,ACACBR,2.2,3.80,0.7,1.34,0.64,2.73,5.83,2.49,,,ACACME,7.7,46.54,0.5,2.67,2.17,3.73,10.85,15.7
M1,M116,ACACBR,1.4,1.54,0.4,0.8,0.4,0.74,0.42,0.11,,,ACACME,8.3,54.08,1.1,3.27,2.17,4.53,15.93,23.05
M1,M116,ACACBR,2,3.14,0.83,1.25,0.42,0.55,0.19,0.05,,,ACACME,3.6,10.17,0.4,1.63,1.23,1.85,2.67,2.19
M1,M116,ACACET,7.1,39.57,1.2,2.23,1.03,2.23,3.89,2.67,,,ACACME,8.7,59.42,1,3.14,2.14,2.78,6.03,8.61
M1,M116,ACACBR,1.1,0.95,0.56,0.7,0.14,0.35,0.09,0.01,,,ACACME,6.5,33.17,0.7,2.16,1.46,2.45,4.66,4.54
M1,M116,ACACBR,1.9,2.83,0.56,1.25,0.69,0.88,0.59,0.27,,,ACACME,5.6,24.62,0.5,1.81,1.31,1.38,1.48,1.29
M1,M116,ACACBR,3.5,9.62,0.67,1.2,0.53,0.76,0.45,0.16,,,ACACME,2.9,6.60,0.4,1.65,1.25,1.58,1.94,1.61
M1,M116,ACACBR,2.6,5.31,0.75,2.21,1.46,2.34,4.29,4.17,,,ACACME,4.7,17.34,0.6,2.11,1.51,2,3.13,3.15
M1,M116,ACACBR,2.5,4.91,0.3,1.1,0.8,2.77,6,3.2,,,ACACME,3.7,10.75,0.7,1.93,1.23,1.58,1.95,1.6
M1,M116,ACACBR,2.5,4.91,0.62,1.1,0.48,0.99,0.76,0.24,,,ACACME,3.4,9.07,0.5,2.18,1.68,1.53,1.82,2.04
M1,M116,ACACBR,4.5,15.90,1.1,2.17,1.07,1.1,0.85,0.61,,,ACACME,5,19.63,0.5,2.08,1.58,2.23,3.83,4.03
M1,M117,ACACBR,2.9,6.60,0.5,1.05,0.55,1.23,1.18,0.43,,,ACACME,6.9,37.37,0.7,2.84,2.14,2.35,4.33,6.18
M1,M117,ACACBR,3.1,7.54,0.54,1.83,1.29,1.8,2.46,2.12,,,ACACME,10.3,83.28,0.8,4.43,3.63,4.25,14.16,34.27
M1,M117,ACACBR,2.5,4.91,0.3,1.25,0.95,2.33,4.22,2.67,,,ACACET,3.3,8.55,0.3,1.53,1.23,1.93,2.91,2.38
M1,M117,ACACBR,1.7,2.27,0.2,0.7,0.5,0.33,0.08,0.03,,,ACACME,3.5,9.62,0.5,1.22,0.72,3.07,7.2,3.46
M1,M117,ACACBR,2.2,3.80,0.2,0.7,0.5,0.33,0.08,0.03,,,ACACME,6.8,36.30,0.55,2.36,1.81,3.2,7.93,9.56
M1,M117,ACACBR,2.5,4.91,0.4,1.75,1.35,1.86,2.7,2.43,,,ACACET,3.1,7.54,0.73,1.74,1.01,2.05,3.2,2.16
M1,M117,ACACBR,2.5,4.91,0.5,1.72,1.22,1.6,2.01,1.63,,,ACACME,7.3,41.83,0.6,2.69,2.09,3.04,7.23,10.07
M1,M117,ACACBR,2.1,3.46,0.3,0.47,0.17,1.21,1.15,0.13,,,ACACET,4.4,15.20,0.6,1.58,0.98,1.68,2.2,1.44
M1,M117,ACACBR,2.1,3.46,0.49,1.42,0.93,0.68,0.36,0.22,,,ACACME,8,50.24,0.6,2.64,2.04,4.48,15.68,21.33
M1,M117,ACACBR,2.2,3.80,0.9,1.6,0.7,0.97,0.74,0.34,,,ACACME,7.3,41.83,0.7,3.32,2.62,3.25,7.91,13.81
M1,M117,ACACBR,2.5,4.91,1.12,3.06,1.94,1.02,0.79,1.02,,,ACACME,3.5,9.62,0.6,1.77,1.17,2.63,5.39,4.2
M1,M117,ACACBR,3.4,9.07,1.1,2.41,1.31,2.25,3.87,3.38,,,ACACME,7.9,48.99,0.6,2.16,1.56,2.4,4.51,4.69
M1,M117,ACACBR,2.1,3.46,1.22,2.33,1.11,1.5,1.65,1.22,,,ACACME,6.2,30.18,0.7,1.83,1.13,2.43,4.44,3.34
M1,M117,ACACBR,2.1,3.46,1.06,2.12,1.06,1.02,0.82,0.58,,,ACACET,4.9,18.85,0.4,2.28,1.88,2.28,3.95,4.95
M1,M117,ACACBR,4.2,13.85,0.94,1.99,1.05,0.6,0.28,0.19,,,ACACME,3.7,10.75,0.6,1.81,1.21,2.5,4.9,3.95
M1,M117,ACACBR,1,0.79,0.6,1.1,0.5,0.34,0.09,0.03,,,ACACME,4.4,15.20,0.5,2.04,1.54,2.78,6.04,6.2
M1,M117,ACACBR,3,7.07,0.84,1.05,0.21,0.6,0.28,0.04,,,ACACME,4,12.56,0.6,1.76,1.16,3.15,7.79,6.02
M1,M117,ACACBR,1.2,1.13,0.82,1.37,0.55,0.45,0.14,0.05,,,ACACME,6.5,33.17,0.7,2.33,1.63,2.23,3.63,3.94
M1,M117,ACACBR,1.8,2.54,0.92,1.76,0.84,0.95,0.68,0.38,,,ACACME,8.5,56.72,0.77,2.81,2.04,2.63,5.37,7.3
M1,M117,ACACBR,4.3,14.51,0.86,1.73,0.87,1.19,1.08,0.62,,,ACACME,5.5,23.75,1,2.48,1.48,1.75,2.39,2.35
M1,M117,ACACBR,1.6,2.01,1.22,1.49,0.27,0.18,0.02,0,,,ACACME,4.9,18.85,0.6,2.64,2.04,2.13,3.52,4.79
M1,M117,ACACBR,4.5,15.90,0.49,1.15,0.66,1.11,0.97,0.43,,,ACACME,5.9,27.33,0.7,2.74,2.04,2.5,4.84,6.58
M1,M117,ACACBR,4,12.56,0.99,2.21,1.22,1.14,0.87,0.71,,,ACACME,6.7,35.24,0.9,2.93,2.03,2.18,3.71,5.02
M1,M117,ACACBR,2.5,4.91,0.98,2.03,1.05,0.93,0.62,0.44,,,ACACME,4.9,18.85,0.6,2.87,2.27,2.63,5.33,8.06
M1,M117,ACACBR,1.7,2.27,0.68,1.16,0.48,0.67,0.35,0.11,,,ACACME,6.5,33.17,0.7,2.48,1.78,2.88,6.45,7.65
M1,M117,ACACME,7.9,48.99,0.67,1.93,1.26,1.66,2.15,1.81,,,ACACME,5.7,25.50,0.6,1.69,1.09,1.78,2.47,1.79
M1,M117,ACACBR,1.2,1.13,0.48,1.22,0.74,0.61,0.27,0.13,,,ACACME,5,19.63,0.5,2.42,1.92,2.68,5.6,7.17
M1,M117,ACACBR,1.9,2.83,0.77,1.22,0.45,0.49,0.19,0.06,,,ACACME,5.3,22.05,0.95,2.22,1.27,2.38,4.42,3.75
M1,M117,ACACBR,3.4,9.07,1,2.16,1.16,1.11,0.97,0.75,,,ACACME,7.9,48.99,0.7,2.95,2.25,3.28,8.31,12.46
M1,M117,ACACBR,3.5,9.62,1.22,2.21,0.99,0.94,0.68,0.45,,,ACACME,6.5,33.17,0.96,2.93,1.97,2.73,5.82,7.65
M1,M117,ACACBR,2.5,4.91,0.9,1.97,1.07,1.08,0.89,0.64,,,ACACME,5.6,24.62,0.8,2.84,2.04,3.75,11.02,14.99
M1,M117,ACACBR,1.5,1.77,0.3,0.77,0.47,0.66,0.34,0.11,,,ACACME,7.3,41.83,0.8,2.62,1.82,3.35,8.76,10.63
M1,M117,ACACBR,2.8,6.15,0.53,2.23,1.7,1.91,2.85,3.23,,,ACACME,6.9,37.37,0.6,2.71,2.11,3.8,11.1,15.61
M1,M117,ACACBR,2.1,3.46,1.22,3.39,2.17,1.54,1.78,2.58,,,ACACET,11.3,100.24,1.2,3.73,2.53,4.88,18.48,31.17
M1,M117,ACACBR,2.9,6.60,0.73,2.11,1.38,1.01,0.78,0.72,,,ACACME,7.1,39.57,0.8,3.23,2.43,2.98,6.54,10.59
M1,M117,ACACBR,2.9,6.60,0.87,2.03,1.16,1.62,2.06,1.59,,,ACACET,11.4,102.02,0.8,4.14,3.34,4.75,17.71,39.43
M1,M117,ACACBR,2.4,4.52,1.57,3.48,1.91,1.15,1.02,1.3,,,ACACME,8.4,55.39,0.7,3.54,2.84,3.83,11.34,21.48
M1,M117,ACACBR,3.2,8.04,1.8,3.1,1.3,0.88,0.56,0.48,,,ACACME,11.7,107.46,0.7,4.67,3.97,7.35,41.84,110.74
M1,M117,ACACBR,1.7,2.27,1.64,3.32,1.68,0.6,0.28,0.31,,,ACACME,7.7,46.54,0.9,3.62,2.72,4.88,18.35,33.27
M1,M117,ACACET,7.9,48.99,2.43,3.84,1.41,1.92,2.82,2.65,,,ACACET,5.7,25.50,0.9,2.33,1.43,2.56,5.07,4.84
M1,M117,ACACBR,2.2,3.80,1.2,2.23,1.03,1.46,1.67,1.15,,,ACACME,5.7,25.50,1,3.15,2.15,2.75,5.92,8.48
M1,M117,ACACBR,2.3,4.15,0.58,1.5,0.92,0.82,0.52,0.32,,,ACACME,5.7,25.50,1.1,3.43,2.33,4.15,13.52,21
