ident,web,state,trec3,noman2,protect2,restore2,wnoman2,wprotect2,wrestore2,women,spend2,polview2,seeind2,nepind2,gccind2
1517,0,3,4,2,4,4,2,4,4,0,1,4,1,4.1111112,5
1518,0,2,5,3,2,3,5,1,1,0,.5,2,2,3.4444444,1.5
1519,0,1,5,2,3,5,3,2,5,1,.5,4,2,3.4444444,4
1520,0,1,2,2,4,4,5,1,1,0,.5,4,1.5,3.8888888,5
1521,0,1,4,1,4,4,3,4,4,0,1,4,2.5,3.6666667,5
1522,0,1,2,3,4,4,3,3,3,1,.5,4,2.5,3.8888888,5
1523,0,1,4,5,2,3,5,2,2,0,0,2,1.5,3.1111112,2
1524,0,1,2,4,3,5,5,2,4,1,.5,7,2,4.1111112,5
1525,0,1,5,2,4,5,2,4,5,1,1,4,2.5,3.4444444,3.5
1526,0,1,3,4,2,3,4,2,3,0,.5,2,2,2.3333333,1.5
1527,0,3,5,1,4,4,1,5,5,0,1,1,1,2.7777777,1
1528,0,3,4,1,5,5,1,5,4,1,1,5,1.5,3.8888888,5
1529,0,2,4,1,5,5,1,5,5,1,.5,4,1,3.5555556,3.5
1530,0,3,5,4,2,2,5,1,1,0,0,3,3,2.8888888,2.5
1531,0,1,5,4,4,4,4,4,4,1,.5,3,2.5,3.1111112,4.5
1532,0,1,,3,3,3,3,3,3,0,.5,4,3,3,
1533,0,1,3,3,3,3,3,3,3,0,.5,2,1.5,3.1111112,5
1534,0,1,1,4,4,4,3,4,4,1,0,4,2,3,2
1535,0,1,5,1,4,4,3,3,3,0,.5,6,2.5,3.5555556,5
1536,0,1,5,1,5,5,2,4,4,1,1,6,3,3.2222223,5
1537,0,1,2,3,3,3,4,4,4,0,0,2,2,3.7777777,4
1538,0,2,3,2,4,3,3,3,3,0,.5,3,1,3.1111112,4
1539,0,1,5,1,4,4,1,4,4,0,1,5,,3.6666667,5
1540,0,3,5,1,5,5,3,3,3,1,.5,6,1.5,3.8888888,5
1541,0,3,5,2,3,3,2,4,4,0,1,2,2,3.8888888,4.5
1542,0,3,5,3,4,5,3,4,5,0,.5,4,1.5,2.8888888,4.5
1543,0,3,,4,4,4,3,3,3,,.5,,1.5,2.8888888,1.5
1544,0,2,5,3,4,4,2,2,2,1,0,2,1,3.1111112,4
1545,0,2,2,,5,4,,4,4,1,.5,4,,2.8888888,5
1546,0,3,3,4,4,5,2,4,5,1,1,7,2.5,4.3333335,5
1547,0,3,5,3,4,4,3,4,4,0,.5,2,2.5,3.2222223,2.5
1548,0,3,5,1,4,3,4,4,3,0,0,2,2,2.5555556,2
1549,0,1,4,2,5,4,1,5,5,1,1,4,3,3.8888888,5
1550,0,3,5,1,4,5,1,4,5,1,1,7,2.5,4.3333335,5
1551,0,3,5,3,3,3,3,3,3,1,.5,3,1.5,2.7777777,2.5
1552,0,3,5,3,4,5,5,3,3,0,.5,3,2,2.7777777,4
1553,0,3,4,2,5,5,2,5,5,1,.5,1,3,1.8888888,2
1554,0,3,3,2,4,4,2,4,4,0,.5,4,2,3.6666667,4.5
1555,0,3,2,,,,3,3,3,0,.5,,2,,3.5
1556,0,3,3,1,4,4,1,4,4,1,.5,6,0,4.5555553,5
1557,0,1,3,1,5,4,1,5,4,0,1,1,2,2.8888888,1
1558,0,3,5,4,3,4,4,3,4,0,0,4,1.5,4.1111112,4.5
1559,0,3,3,2,5,5,2,4,5,1,1,6,1.5,3.4444444,4.5
1560,0,3,3,5,2,2,5,2,2,0,.5,1,3,,4.5
1561,0,1,5,2,4,4,4,4,2,0,0,3,2.5,3.8888888,4.5
1562,0,1,5,3,3,3,3,3,3,0,1,1,2,3,2
1563,0,3,5,1,5,5,1,5,5,0,1,7,2.5,4.8888888,5
1564,0,3,1,2,4,4,4,4,4,0,.5,1,2,2.6666667,4.5
1565,0,3,3,3,4,3,3,4,3,0,.5,2,1,2.3333333,2
1566,0,3,2,1,5,4,1,5,4,0,1,6,1,4.4444447,5
1567,0,3,5,3,4,5,3,4,4,1,.5,4,2.5,3.7777777,5
1568,0,3,4,3,4,4,,4,4,0,1,2,2.5,2.7777777,1.5
1569,0,3,5,1,5,5,1,5,5,0,1,7,2.5,4.3333335,5
1570,0,2,4,,4,4,4,4,4,0,.5,,2,3.1111112,2
1571,0,3,5,4,,,,,4,0,.5,4,2.5,3,4
1572,0,1,5,2,4,5,1,4,4,0,.5,2,1,3.6666667,3.5
1573,0,3,5,2,4,4,4,2,2,0,1,6,3,4.2222223,5
1574,0,3,5,3,3,5,3,3,3,1,.5,6,2,4.3333335,5
1575,0,2,5,2,5,5,2,5,5,1,1,6,2.5,4.4444447,5
1576,0,1,5,1,5,5,2,4,4,1,.5,4,3,4.3333335,4.5
1577,0,2,,4,4,4,3,,,1,.5,4,1,,5
1578,0,3,5,1,5,5,2,4,4,0,.5,1,2,,4
1579,0,3,4,2,4,5,3,3,4,0,1,4,2.5,3.5555556,4.5
1580,0,1,2,3,4,2,4,4,2,0,0,2,0,2.3333333,2.5
1581,0,1,4,1,5,4,3,5,4,0,.5,2,2.5,3.3333333,3.5
1582,0,1,1,4,3,3,4,3,3,0,0,3,1,2.7777777,1
1583,0,1,,5,5,5,3,5,5,0,.5,3,,3,3
1584,0,2,3,4,4,4,4,4,4,0,.5,2,2,3.5555556,3.5
1585,0,2,5,2,3,4,2,3,4,0,.5,2,1,2,1.5
1586,0,1,5,2,4,4,2,4,3,1,.5,6,1.5,3.5555556,4.5
1587,0,1,5,1,5,5,1,5,5,1,1,3,3,3.8888888,4.5
1588,0,1,5,1,5,5,3,4,3,0,1,6,3,3,4.5
1589,0,1,,2,2,2,5,2,2,0,.5,4,1,3.5555556,3
1590,0,1,2,5,5,5,,5,5,1,1,5,2.5,4.4444447,5
1591,0,1,5,2,5,4,1,5,4,1,.5,7,2.5,4.5555553,5
1592,0,1,5,3,3,3,4,2,2,1,0,4,2.5,2.7777777,1.5
1593,0,1,2,,,5,,,5,0,.5,2,3,3.3333333,5
1594,0,1,1,2,4,4,2,4,4,0,0,5,2,3,4
1595,0,1,5,1,5,4,1,5,4,1,1,6,3,5,5
1596,0,1,5,1,5,5,1,5,5,1,1,6,3,4,5
1597,0,1,3,4,3,3,4,3,3,0,0,2,2.5,2.8888888,
1598,0,1,1,5,5,4,5,4,4,0,.5,6,0,4.1111112,5
1599,0,3,2,3,3,3,4,4,4,1,.5,1,0,3.7777777,2.5
1600,0,1,,3,3,5,3,3,5,0,.5,4,2,3.1111112,3.5
1601,0,1,3,4,4,4,4,4,4,0,.5,5,2,3.3333333,4.5
1602,0,3,,3,3,3,2,2,2,0,0,3,3,3.6666667,2
1603,0,3,5,4,4,4,2,2,2,0,.5,3,2,4.2222223,3
1604,0,1,3,3,4,4,2,4,5,1,.5,1,1,,4.5
1605,0,1,3,1,4,5,1,4,5,0,1,6,2.5,4.4444447,5
1606,0,1,2,2,4,4,3,4,4,1,1,6,2.5,3.4444444,5
1607,0,2,5,1,5,5,1,5,5,0,1,4,2.5,4,4
1608,0,2,1,3,5,5,3,5,5,0,.5,4,.5,3.7777777,5
1609,0,3,2,2,5,5,3,5,5,1,.5,1,2.5,3.5555556,4.5
1610,0,3,5,5,5,5,,5,5,0,1,4,1.5,4,5
1611,0,1,3,1,5,5,1,5,5,0,1,6,2,3.8888888,4.5
1612,0,3,5,2,4,4,2,4,4,1,.5,4,2.5,3.3333333,5
1613,0,1,4,3,4,5,3,3,4,1,.5,5,3,3.7777777,4.5
1614,0,2,5,2,5,4,1,5,5,0,1,5,2,4.5555553,4.5
1615,0,1,2,5,5,5,5,5,5,1,.5,2,1,3.2222223,5
1616,0,1,4,3,4,4,3,4,4,0,.5,4,1.5,3.8888888,5
1617,0,1,5,4,4,3,4,4,4,0,1,4,,3.6666667,5
1618,0,1,5,3,4,4,3,4,4,1,.5,3,1.5,3.6666667,3
1619,0,1,4,1,4,4,1,4,5,1,.5,7,1,3.4444444,4.5
1620,0,2,5,4,4,4,4,4,4,0,1,6,2.5,4.5555553,5
1621,0,1,5,,,4,,,4,1,1,6,2,3.5555556,4.5
1622,0,3,4,3,5,4,4,5,4,1,.5,2,1.5,3.2222223,4
1623,0,1,5,3,4,4,3,4,4,1,.5,4,1.5,2.7777777,4.5
1624,0,3,5,3,3,3,1,1,1,0,0,4,3,3.6666667,3.5
1625,0,3,5,2,5,5,1,5,5,1,1,4,,3.8888888,5
1626,0,3,5,4,2,4,4,2,4,1,.5,3,1,3.5555556,4
1627,0,2,5,1,1,5,1,1,5,0,1,2,1,4,5
1628,0,3,1,3,4,4,3,4,5,1,.5,4,0,3.3333333,3
1629,0,3,5,4,2,2,4,2,2,0,.5,4,3,3.2222223,4
1630,0,1,5,1,5,5,1,5,5,1,1,6,,,5
1631,0,1,2,4,3,4,3,3,3,0,0,4,3,2.2222223,2
1632,0,1,4,1,4,5,4,4,4,0,1,5,1,3.4444444,5
1633,0,2,4,1,4,5,3,5,3,0,.5,5,2,2.8888888,4
1634,0,1,4,2,4,5,3,4,4,1,,,2.5,2.7777777,
1635,0,2,,2,4,5,2,5,5,1,1,4,2,5,5
1636,0,3,2,1,5,5,1,5,5,1,1,5,3,3.7777777,5
1637,0,1,1,3,3,3,3,3,3,1,,5,1.5,3.5555556,5
